,outputs
497,"{'ID': 498, 'name': 'Милорес', 'address': 'Садовая-Каретная ул., 8, стр. 6, Москва', 'website': 'milores.com', 'opening_hours': {'mon': '12:00-20:00', 'tue': '12:00-20:00', 'wed': '12:00-20:00', 'thu': '12:00-20:00', 'fri': '12:00-20:00', 'sat': '12:00-20:00', 'sun': '12:00-20:00'}, 'ypage': 'https://yandex.ru/maps/org/milores/168909726134/?ll=37.607084%2C55.772398&z=14', 'goods': None, 'rating': '4,7', 'reviews': None, 'phone': ['+7 (968) 500-99-55Показать телефон'], 'social': ['https://wa.me/79685009955']}"
498,"{'ID': 499, 'name': 'Unikka шоу рум одежды', 'address': 'Шелепихинская наб., 34, Москва', 'website': '', 'opening_hours': {'mon': '10:00-21:00', 'tue': '10:00-21:00', 'wed': '10:00-21:00', 'thu': '10:00-21:00', 'fri': '10:00-21:00', 'sat': '10:00-21:00', 'sun': '10:00-21:00'}, 'ypage': 'https://yandex.ru/maps/org/unikka_shou_rum_odezhdy/111270851711/?ll=37.513626%2C55.761095&z=13', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (915) 216-14-86Показать телефон'], 'social': ['https://viber.click/79152161486', 'https://wa.me/79152161486']}"
499,"{'ID': 500, 'name': 'РамаЙога', 'address': 'Алтуфьевское ш., 37, стр. 1, Москва', 'website': 'ramayoga.ru', 'opening_hours': {'mon': '10:00-19:00', 'tue': '10:00-19:00', 'wed': '10:00-19:00', 'thu': '10:00-19:00', 'fri': '10:00-19:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/ramayoga/175210520734/?ll=37.582164%2C55.867372&z=13', 'goods': None, 'rating': '4,1', 'reviews': None, 'phone': ['+7 (495) 134-01-14Показать телефон'], 'social': ['https://vk.com/ramayoga', 'https://www.youtube.com/channel/UCxGPBVVxAVOF0JG4OY53YfQ']}"
500,"{'ID': 501, 'name': 'Zhivopisnaya', 'address': 'Покровский бул., 8, стр. 2, Москва', 'website': 'zhivopisnaya.com', 'opening_hours': {'mon': '12:00-21:00', 'tue': '12:00-21:00', 'wed': '12:00-21:00', 'thu': '12:00-21:00', 'fri': '12:00-21:00', 'sat': '12:00-21:00', 'sun': '12:00-21:00'}, 'ypage': 'https://yandex.ru/maps/org/zhivopisnaya/86513224928/?ll=37.646343%2C55.756984&z=13', 'goods': None, 'rating': '4,9', 'reviews': None, 'phone': ['8 (800) 700-77-27Показать телефон'], 'social': ['https://t.me/zhivopisnaya', 'https://vk.com/zhivopisnaya_art']}"
501,"{'ID': 502, 'name': 'Магазин медтехники', 'address': 'Варшавское ш., вл132/2, Москва', 'website': 'ecotestery.ru', 'opening_hours': {'mon': '10:00-13:00,14:00-20:00', 'tue': '10:00-13:00,14:00-20:00', 'wed': '10:00-13:00,14:00-20:00', 'thu': '10:00-13:00,14:00-20:00', 'fri': '10:00-13:00,14:00-20:00', 'sat': '10:00-13:00,14:00-20:00', 'sun': '10:00-13:00,14:00-20:00'}, 'ypage': 'https://yandex.ru/maps/org/magazin_medtekhniki/238902689869/?ll=37.608922%2C55.620316&z=16', 'goods': None, 'rating': '3,3', 'reviews': None, 'phone': [], 'social': ['https://www.youtube.com/channel/UCu_4WL9uziT8I0Alh9qrcqg']}"
502,"{'ID': 503, 'name': 'Mikro fabrika', 'address': 'Лефортовский пер., 4, стр. 3, Москва', 'website': 'mikrofabrika.ru', 'opening_hours': {'mon': '09:00-18:00', 'tue': '09:00-18:00', 'wed': '09:00-18:00', 'thu': '09:00-18:00', 'fri': '09:00-18:00', 'sat': '09:00-18:00', 'sun': '09:00-18:00'}, 'ypage': 'https://yandex.ru/maps/org/mikro_fabrika/106257532261/?ll=37.676223%2C55.769690&z=13', 'goods': None, 'rating': '4,5', 'reviews': None, 'phone': ['8 (800) 550-43-38Показать телефон'], 'social': ['http://youtube.com/channel/UCtzlNsCfsSt5g3YpH1EKbNg', 'https://vk.com/mikrofabrika']}"
503,"{'ID': 504, 'name': 'Кроййорк', 'address': 'Бережковская наб., 20, стр. 64, Москва', 'website': 'kroyyork.ru', 'opening_hours': {'mon': '09:00-17:00', 'tue': '09:00-20:00', 'wed': '09:00-20:00', 'thu': '09:00-20:00', 'fri': '09:00-20:00', 'sat': '12:00-20:00', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/kroyyork/1134236857/?ll=37.548789%2C55.734273&z=16', 'goods': None, 'rating': '4,8', 'reviews': None, 'phone': ['+7 (495) 414-28-96Показать телефон'], 'social': ['https://t.me/KROYYORK_Official_bot', 'https://viber.click/74951422707', 'https://vk.com/kroyyork', 'https://wa.me/79254147776']}"
504,"{'ID': 505, 'name': 'Трум', 'address': 'Малая Семёновская ул., 5, стр. 1, Москва', 'website': 'lmbd.ru', 'opening_hours': {'mon': '12:00-20:00', 'tue': '12:00-20:00', 'wed': '12:00-20:00', 'thu': '12:00-20:00', 'fri': '12:00-20:00', 'sat': '12:00-18:00', 'sun': '12:00-18:00'}, 'ypage': 'https://yandex.ru/maps/org/trum/208576678657/?ll=37.707484%2C55.784724&z=16', 'goods': None, 'rating': '4,3', 'reviews': None, 'phone': ['+7 (967) 043-88-06Показать телефон'], 'social': ['https://wa.me/79670438806']}"
505,"{'ID': 506, 'name': 'Geberit', 'address': 'ул. Дмитрия Ульянова, 42, стр. 1, Москва', 'website': 'gbr-shop.ru', 'opening_hours': {'mon': '09:00-21:00', 'tue': '09:00-21:00', 'wed': '09:00-21:00', 'thu': '09:00-21:00', 'fri': '09:00-21:00', 'sat': '09:00-19:00', 'sun': '09:00-19:00'}, 'ypage': 'https://yandex.ru/maps/org/geberit/93401386500/?ll=37.589204%2C55.681265&z=16', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (495) 230-52-45Показать телефон'], 'social': []}"
506,"{'ID': 507, 'name': 'Pietra Binca', 'address': 'Московская область, городской округ Красногорск, посёлок Архангельское', 'website': 'pietrabianca.ru', 'opening_hours': {'mon': '09:00-17:00', 'tue': '09:00-17:00', 'wed': '09:00-17:00', 'thu': '09:00-17:00', 'fri': '09:00-17:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/pietra_binca/40554849170/?ll=37.300226%2C55.793787&z=13', 'goods': None, 'rating': '', 'reviews': None, 'phone': [], 'social': []}"
507,"{'ID': 508, 'name': 'Leviant', 'address': 'Щёлковское ш., 100, корп. 6, Москва', 'website': 'www.leviant.ru', 'opening_hours': {'mon': '11:00-20:00', 'tue': '11:00-20:00', 'wed': '11:00-20:00', 'thu': '11:00-20:00', 'fri': '11:00-20:00', 'sat': '11:00-19:00', 'sun': '11:00-19:00'}, 'ypage': 'https://yandex.ru/maps/org/leviant/154670216036/?ll=37.833931%2C55.811144&z=16', 'goods': None, 'rating': '4,5', 'reviews': None, 'phone': ['8 (800) 600-37-06Показать телефон'], 'social': ['https://t.me/+79779083647', 'https://wa.me/79779083647', 'https://www.youtube.com/channel/UC9M2JzC-QEWusvfPDe1wPBQ']}"
508,"{'ID': 509, 'name': 'Bbr Factory', 'address': 'ул. Пречистенка, 40/2с1, Москва', 'website': 'shop.bbrfactory.com', 'opening_hours': {'mon': '12:00-21:00', 'tue': '12:00-21:00', 'wed': '12:00-21:00', 'thu': '12:00-21:00', 'fri': '12:00-21:00', 'sat': '12:00-21:00', 'sun': '12:00-21:00'}, 'ypage': 'https://yandex.ru/maps/org/bbr_factory/38194889164/?ll=37.586616%2C55.739154&z=16', 'goods': None, 'rating': '4,2', 'reviews': None, 'phone': ['+7 (925) 701-98-09Показать телефон'], 'social': ['http://youtube.com/channel/UCst3eB-XuXYM7mV-VYcIydw', 'https://vk.com/bikerbootsrussia']}"
509,"{'ID': 510, 'name': 'Artichoke Shop', 'address': 'ул. Вавилова, 65А, Москва', 'website': 'artichokeshop.ru', 'opening_hours': {'mon': 'выходной', 'tue': '15:00-20:00', 'wed': 'выходной', 'thu': '15:00-20:00', 'fri': 'выходной', 'sat': '12:00-20:00', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/artichoke_shop/13655527083/?ll=37.554438%2C55.684666&z=16', 'goods': None, 'rating': '4,3', 'reviews': None, 'phone': ['+7 (977) 340-27-98Показать телефон'], 'social': []}"
510,"{'ID': 511, 'name': 'GreenBird.ru', 'address': 'Большая Черёмушкинская ул., 25, стр. 97, Москва', 'website': 'greenbird.ru', 'opening_hours': {'mon': '09:30-18:30', 'tue': '09:30-18:30', 'wed': '09:30-18:30', 'thu': '09:30-18:30', 'fri': '09:30-18:30', 'sat': '11:00-18:30', 'sun': '11:00-18:30'}, 'ypage': 'https://yandex.ru/maps/org/greenbird_ru/1343905756/?ll=37.584361%2C55.675118&z=16', 'goods': None, 'rating': '4,9', 'reviews': None, 'phone': ['+7 (495) 698-60-50Показать телефон'], 'social': ['https://t.me/greenbird_ru', 'https://vk.com/greenbird_ru', 'https://www.youtube.com/channel/UCjL7H0gQcFt2Tu3QGQNBsbg/']}"
511,"{'ID': 512, 'name': 'Магия Бохо', 'address': 'пр. Русанова, 2, стр. 1, Москва', 'website': 'bohomagic.ru', 'opening_hours': {'mon': 'выходной', 'tue': 'выходной', 'wed': 'выходной', 'thu': 'выходной', 'fri': 'выходной', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/magiya_bokho/135584198149/?ll=37.647621%2C55.856108&z=16', 'goods': None, 'rating': '', 'reviews': None, 'phone': [], 'social': ['https://vk.com/bohomagic']}"
512,"{'ID': 513, 'name': 'Budless', 'address': 'Аптекарский пер., 1, Москва', 'website': '', 'opening_hours': {'mon': '11:00-22:00', 'tue': '11:00-22:00', 'wed': '11:00-22:00', 'thu': '11:00-22:00', 'fri': '11:00-22:00', 'sat': '11:00-22:00', 'sun': '11:00-22:00'}, 'ypage': 'https://yandex.ru/maps/org/budless/169684512744/?ll=37.673852%2C55.768203&z=16', 'goods': None, 'rating': '5,0', 'reviews': None, 'phone': ['+7 (967) 050-49-99Показать телефон'], 'social': ['https://t.me/budless', 'https://viber.click/79670504999', 'https://vk.com/budless', 'https://wa.me/79670504999']}"
513,"{'ID': 514, 'name': 'Edva', 'address': 'ул. Покровка, 1/13/6с2, Москва', 'website': 'weareusme.ru', 'opening_hours': {'mon': '11:00-20:00', 'tue': '11:00-20:00', 'wed': '11:00-20:00', 'thu': '11:00-20:00', 'fri': '11:00-20:00', 'sat': '11:00-20:00', 'sun': '11:00-20:00'}, 'ypage': 'https://yandex.ru/maps/org/edva/216996599703/?ll=37.639371%2C55.758601&z=13', 'goods': None, 'rating': '4,9', 'reviews': None, 'phone': ['+7 (916) 106-42-80Показать телефон'], 'social': ['https://vk.com/weareusme']}"
514,"{'ID': 515, 'name': 'Fabric-house', 'address': 'Нижняя Сыромятническая ул., 11, стр. 52, Москва', 'website': 'www.fabric-house.eu', 'opening_hours': {'mon': '11:00-19:00', 'tue': '11:00-19:00', 'wed': '11:00-19:00', 'thu': '11:00-19:00', 'fri': '11:00-19:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/fabric_house/88451109132/?ll=37.669302%2C55.753329&z=13', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (925) 003-57-11Показать телефон'], 'social': []}"
515,"{'ID': 516, 'name': 'Wild Deer Club', 'address': 'Нижний Сусальный пер., 5, стр. 10, Москва', 'website': 'www.wilddeer.club', 'opening_hours': {'mon': '13:00-19:00', 'tue': '13:00-19:00', 'wed': '13:00-19:00', 'thu': '13:00-19:00', 'fri': '13:00-19:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/wild_deer_club/132874717269/?ll=37.664256%2C55.760676&z=14', 'goods': None, 'rating': '4,4', 'reviews': None, 'phone': ['+7 (926) 304-79-51Показать телефон'], 'social': ['https://wa.me/79263047951']}"
516,"{'ID': 517, 'name': 'Pudra', 'address': 'Звёздная ул., 8А, Балашиха', 'website': 'mssg.me', 'opening_hours': {'mon': 'выходной', 'tue': 'выходной', 'wed': 'выходной', 'thu': 'выходной', 'fri': 'выходной', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/pudra/59126402178/?ll=37.955231%2C55.826190&z=16', 'goods': None, 'rating': '', 'reviews': None, 'phone': [], 'social': []}"
517,"{'ID': 518, 'name': 'Jewels Inside', 'address': 'Ленинградский просп., 15, стр. 28, Москва', 'website': '', 'opening_hours': {'mon': '11:00-21:00', 'tue': '11:00-21:00', 'wed': '11:00-21:00', 'thu': '11:00-21:00', 'fri': '11:00-21:00', 'sat': '11:00-21:00', 'sun': '11:00-21:00'}, 'ypage': 'https://yandex.ru/maps/org/jewels_inside/223930950742/?ll=37.570474%2C55.781514&z=13', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (499) 719-77-40Показать телефон'], 'social': ['https://t.me/jewelsinside', 'https://vk.com/jewelsinside']}"
518,"{'ID': 519, 'name': 'Шоу-рум женской одежды', 'address': 'Международная ул., 12, Красногорск', 'website': '', 'opening_hours': {'mon': '10:00-22:00', 'tue': '10:00-22:00', 'wed': '10:00-22:00', 'thu': '10:00-22:00', 'fri': '10:00-23:00', 'sat': '10:00-23:00', 'sun': '10:00-22:00'}, 'ypage': 'https://yandex.ru/maps/org/shou_rum_zhenskoy_odezhdy/11602914695/?ll=37.386212%2C55.821037&z=16', 'goods': None, 'rating': '', 'reviews': None, 'phone': [], 'social': []}"
519,"{'ID': 520, 'name': 'Люрхилс', 'address': 'Вятская ул., 47, стр. 3, Москва', 'website': 'lureheels.ru', 'opening_hours': {'mon': '12:00-20:00', 'tue': '12:00-20:00', 'wed': '12:00-20:00', 'thu': '12:00-20:00', 'fri': '12:00-20:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/lyurkhils/143301035607/?ll=37.581436%2C55.801727&z=15', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (925) 002-78-88Показать телефон'], 'social': ['https://t.me/lureheelsmsk', 'https://vk.com/lureheels', 'https://wa.me/79250027888']}"
520,"{'ID': 521, 'name': 'Avon центр', 'address': 'Липецкая ул., 7А, Москва', 'website': '', 'opening_hours': {'mon': '11:00-20:00', 'tue': '11:00-20:00', 'wed': '11:00-20:00', 'thu': '11:00-20:00', 'fri': '11:00-20:00', 'sat': '11:00-20:00', 'sun': '11:00-19:00'}, 'ypage': 'https://yandex.ru/maps/org/avon_tsentr/38955631962/?ll=37.682772%2C55.583632&z=16', 'goods': None, 'rating': '4,3', 'reviews': None, 'phone': [], 'social': []}"
521,"{'ID': 522, 'name': '3ДМолл', 'address': 'Дмитровское ш., 9А, стр. 1, Москва', 'website': '3d-m.ru', 'opening_hours': {'mon': '10:00-18:30', 'tue': '10:00-18:30', 'wed': '10:00-18:30', 'thu': '10:00-18:30', 'fri': '10:00-18:30', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/3dmoll/1773727712/?ll=37.573295%2C55.814498&z=16', 'goods': None, 'rating': '4,7', 'reviews': None, 'phone': ['8 (800) 505-42-56Показать телефон'], 'social': ['http://youtube.com/channel/UCiKxfCpCZqXUJhY5dEncRbQ', 'https://t.me/store_3DMall', 'https://vk.com/printeri_3d']}"
522,"{'ID': 523, 'name': 'Timo', 'address': 'Щёлковское ш., 100, корп. 1, Москва', 'website': 'timo-shop.ru', 'opening_hours': {'mon': '09:00-18:00', 'tue': '09:00-18:00', 'wed': '09:00-18:00', 'thu': '09:00-18:00', 'fri': '09:00-18:00', 'sat': '09:00-18:00', 'sun': '09:00-18:00'}, 'ypage': 'https://yandex.ru/maps/org/timo/1026198822/?ll=37.834004%2C55.812029&z=16', 'goods': None, 'rating': '3,7', 'reviews': None, 'phone': ['+7 (495) 997-44-22Показать телефон'], 'social': ['https://vk.com/club22120465']}"
523,"{'ID': 524, 'name': 'Tegin', 'address': '4-й Сыромятнический пер., 1/8с6, Москва', 'website': 'tegin.com', 'opening_hours': {'mon': '11:00-20:00', 'tue': '11:00-20:00', 'wed': '11:00-20:00', 'thu': '11:00-20:00', 'fri': '11:00-20:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/tegin/1046961863/?ll=37.664776%2C55.755674&z=14', 'goods': None, 'rating': '4,4', 'reviews': None, 'phone': ['+7 (925) 086-21-11Показать телефон'], 'social': ['https://t.me/teginfashionhousee', 'https://viber.click/79250862111', 'https://wa.me/79250862111']}"
524,"{'ID': 525, 'name': 'Русский Каталог', 'address': 'Новодмитровская ул., 5А, стр. 2, Москва', 'website': 'ruscatalogue.ru', 'opening_hours': {'mon': '10:00-18:00', 'tue': '10:00-18:00', 'wed': '10:00-18:00', 'thu': '10:00-18:00', 'fri': '10:00-18:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/russkiy_katalog/209047703762/?ll=37.588166%2C55.807146&z=13', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (499) 519-64-86Показать телефон'], 'social': ['https://vk.com/ruscatalogue']}"
525,"{'ID': 526, 'name': 'OEMaterial', 'address': 'ул. Академика Челомея, 5, Москва', 'website': 'oematerial.ru', 'opening_hours': {'mon': '10:00-17:00', 'tue': '10:00-17:00', 'wed': '10:00-17:00', 'thu': '10:00-17:00', 'fri': '10:00-17:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/oematerial/214270323043/?ll=37.533068%2C55.661628&z=13', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (985) 145-63-57Показать телефон'], 'social': ['https://t.me/oematerial', 'https://viber.click/79851456357', 'https://wa.me/79851456357']}"
526,"{'ID': 527, 'name': 'Nikita Anisimov', 'address': 'ул. Бояринова, 15, микрорайон Новое Павлино, Балашиха', 'website': '', 'opening_hours': {'mon': 'выходной', 'tue': '10:00-23:00', 'wed': '10:00-23:00', 'thu': '10:00-23:00', 'fri': '10:00-23:00', 'sat': '10:00-23:00', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/nikita_anisimov/105030667277/?ll=37.978947%2C55.724302&z=17', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (916) 140-00-65Показать телефон'], 'social': ['https://vk.com/anisi_mov']}"
527,"{'ID': 528, 'name': 'ХукахЛэндс', 'address': 'Спартаковская ул., 19, стр. 3, Москва', 'website': 'hookahlands.store', 'opening_hours': {'mon': '10:00-23:00', 'tue': '10:00-23:00', 'wed': '10:00-23:00', 'thu': '10:00-23:00', 'fri': '10:00-23:00', 'sat': '13:00-22:00', 'sun': '13:00-22:00'}, 'ypage': 'https://yandex.ru/maps/org/khukakhlends/31402141197/?ll=37.677111%2C55.773414&z=13', 'goods': None, 'rating': '4,6', 'reviews': None, 'phone': ['+7 (495) 294-05-95Показать телефон'], 'social': ['http://vk.com/hookahlands', 'https://viber.click/74952940595', 'https://wa.me/74952940595']}"
528,"{'ID': 529, 'name': 'Интернет-магазин мебели Диван в Дом', 'address': '4-я Гражданская ул., 35, Москва', 'website': 'divanvdom.ru', 'opening_hours': {'mon': '09:00-21:00', 'tue': '09:00-21:00', 'wed': '09:00-21:00', 'thu': '09:00-21:00', 'fri': '09:00-21:00', 'sat': '09:00-21:00', 'sun': '09:00-21:00'}, 'ypage': 'https://yandex.ru/maps/org/internet_magazin_mebeli_divan_v_dom/1718768549/?ll=37.714662%2C55.809757&z=14', 'goods': None, 'rating': '4,0', 'reviews': None, 'phone': ['+7 (495) 728-00-47Показать телефон'], 'social': ['http://vk.com/divanvdomm', 'https://ok.ru/divanvdom', 'https://viber.click/79037280047', 'https://wa.me/79037280047']}"
529,"{'ID': 530, 'name': 'Магазин кондитеру', 'address': 'Жигулёвская ул., 1/24к1, Москва', 'website': 'www.magazinkonditeru.ru', 'opening_hours': {'mon': '10:00-18:00', 'tue': '10:00-18:00', 'wed': '10:00-18:00', 'thu': '10:00-18:00', 'fri': '10:00-18:00', 'sat': '10:00-15:00', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/magazin_konditeru/201902764228/?ll=37.761806%2C55.713030&z=16', 'goods': None, 'rating': '4,6', 'reviews': None, 'phone': ['+7 (999) 767-84-32Показать телефон'], 'social': []}"
530,"{'ID': 531, 'name': 'Molo', 'address': 'Столярный пер., 3, корп. 13, Москва', 'website': '', 'opening_hours': {'mon': '10:00-18:00', 'tue': '10:00-18:00', 'wed': '10:00-18:00', 'thu': '10:00-18:00', 'fri': '10:00-18:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/molo/113582105088/?ll=37.568308%2C55.764684&z=13', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (499) 918-02-42Показать телефон'], 'social': []}"
531,"{'ID': 532, 'name': 'Sub-Zero & Wolf', 'address': 'Якиманский пер., 6, Москва', 'website': 'subzero-wolf.ru', 'opening_hours': {'mon': '10:00-19:00', 'tue': '10:00-19:00', 'wed': '10:00-19:00', 'thu': '10:00-19:00', 'fri': '10:00-19:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/sub_zero_wolf/1752353038/?ll=37.610080%2C55.734229&z=13', 'goods': None, 'rating': '4,3', 'reviews': None, 'phone': ['+7 (495) 228-69-19Показать телефон'], 'social': []}"
532,"{'ID': 533, 'name': 'Sunction.Store', 'address': 'ул. Земляной Вал, 7, Москва', 'website': 'www.sunction.store', 'opening_hours': {'mon': '11:00-21:00', 'tue': '11:00-21:00', 'wed': '11:00-21:00', 'thu': '11:00-21:00', 'fri': '11:00-21:00', 'sat': '11:00-21:00', 'sun': '11:00-21:00'}, 'ypage': 'https://yandex.ru/maps/org/sunction_store/239262584131/?ll=37.657772%2C55.762287&z=14', 'goods': None, 'rating': '5,0', 'reviews': None, 'phone': ['+7 (499) 490-70-76Показать телефон'], 'social': ['http://vk.com/sunction.store', 'https://t.me/sunctionstore_bot', 'https://viber.click/79250201990', 'https://wa.me/79250201990']}"
533,"{'ID': 534, 'name': 'Kansory', 'address': 'Малая Семёновская ул., 5, стр. 10, Москва', 'website': 'kansory.com', 'opening_hours': {'mon': '09:00-20:00', 'tue': '09:00-20:00', 'wed': '09:00-20:00', 'thu': '09:00-20:00', 'fri': '09:00-20:00', 'sat': '10:00-20:00', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/kansory/75383930402/?ll=37.706550%2C55.784932&z=14', 'goods': None, 'rating': '', 'reviews': None, 'phone': [], 'social': ['https://t.me/79165109444', 'https://wa.me/79165109444', 'https://www.youtube.com/channel/UCB4wX5OEEbh9ZH9G05YJJWQ']}"
534,"{'ID': 535, 'name': 'Feramolli', 'address': 'Иловайская ул., 3, стр. 1, Москва', 'website': 'feramolli.ru', 'opening_hours': {'mon': '09:30-18:00', 'tue': '09:30-18:00', 'wed': '09:30-18:00', 'thu': '09:30-18:00', 'fri': '09:30-18:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/feramolli/202906395152/?ll=37.724966%2C55.656149&z=13', 'goods': None, 'rating': '4,1', 'reviews': None, 'phone': ['+7 (495) 128-22-28Показать телефон'], 'social': ['https://wa.me/74951282228']}"
535,"{'ID': 536, 'name': 'Ae details', 'address': 'Погодинская ул., 4, Москва', 'website': '', 'opening_hours': {'mon': '11:00-20:00', 'tue': '11:00-20:00', 'wed': '11:00-20:00', 'thu': '11:00-20:00', 'fri': '11:00-20:00', 'sat': '11:00-20:00', 'sun': '11:00-20:00'}, 'ypage': 'https://yandex.ru/maps/org/ae_details/124883172961/?ll=37.571404%2C55.735758&z=13', 'goods': None, 'rating': '4,3', 'reviews': None, 'phone': ['+7 (495) 222-18-91Показать телефон'], 'social': ['https://wa.me/74952221891']}"
536,"{'ID': 537, 'name': 'ПостельГламур - интернет магазин элитного текстиля', 'address': 'Нахимовский просп., 24, стр. 4, Москва', 'website': 'postelglamur.ru', 'opening_hours': {'mon': '10:00-18:00', 'tue': '10:00-18:00', 'wed': '10:00-18:00', 'thu': '10:00-18:00', 'fri': '10:00-18:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/postelglamur_internet_magazin_elitnogo_tekstilya/200203881233/?ll=37.583967%2C55.673412&z=16', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (964) 707-00-08Показать телефон'], 'social': ['https://viber.click/79647070008']}"
537,"{'ID': 538, 'name': 'Все нашивки', 'address': 'Ленинградское ш., 28, корп. 1, Москва', 'website': 'vse-nashivki.ru', 'opening_hours': {'mon': '10:00-20:00', 'tue': '10:00-20:00', 'wed': '10:00-20:00', 'thu': '10:00-20:00', 'fri': '10:00-20:00', 'sat': '11:00-19:00', 'sun': '11:00-19:00'}, 'ypage': 'https://yandex.ru/maps/org/vse_nashivki/236672219539/?ll=37.491341%2C55.828541&z=16', 'goods': None, 'rating': '4,4', 'reviews': None, 'phone': ['+7 (978) 208-92-92Показать телефон'], 'social': ['https://viber.click/79782089292', 'https://vk.com/vsenashivki', 'https://wa.me/79782089292']}"
538,"{'ID': 539, 'name': 'Balibikini', 'address': 'Духовской пер., 17, стр. 10, Москва', 'website': 'www.balibikini.ru', 'opening_hours': {'mon': '11:00-19:00', 'tue': '11:00-19:00', 'wed': '11:00-19:00', 'thu': '11:00-19:00', 'fri': '11:00-19:00', 'sat': '11:00-19:00', 'sun': '11:00-19:00'}, 'ypage': 'https://yandex.ru/maps/org/balibikini/136986442939/?ll=37.614599%2C55.704098&z=13', 'goods': None, 'rating': '4,3', 'reviews': None, 'phone': ['+7 (925) 411-50-04Показать телефон'], 'social': []}"
539,"{'ID': 540, 'name': 'Radi Mira i Lubvi shop spot', 'address': 'Бакунинская ул., 5, Москва', 'website': 'radimirailubvi.ru', 'opening_hours': {'mon': '12:00-17:00', 'tue': '12:00-17:00', 'wed': '12:00-17:00', 'thu': '12:00-17:00', 'fri': '12:00-17:00', 'sat': '12:00-17:00', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/radi_mira_i_lubvi_shop_spot/61789511931/?ll=37.679700%2C55.773707&z=13', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (916) 977-77-69Показать телефон'], 'social': []}"
540,"{'ID': 541, 'name': 'Примите подарок', 'address': 'Павловская ул., 18, Москва', 'website': 'www.primite-podarok.ru', 'opening_hours': {'mon': '11:00-18:00', 'tue': '11:00-18:00', 'wed': '11:00-18:00', 'thu': '11:00-18:00', 'fri': '11:00-18:00', 'sat': '11:00-18:00', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/primite_podarok/109252797804/?ll=37.626648%2C55.712244&z=13', 'goods': None, 'rating': '4,7', 'reviews': None, 'phone': ['+7 (906) 773-26-47Показать телефон'], 'social': ['http://vk.com/primite_podarok']}"
541,"{'ID': 542, 'name': 'Астрономикс', 'address': 'ш. Энтузиастов, 31, стр. 38, Москва', 'website': 'astronomix.ru', 'opening_hours': {'mon': '09:00-21:00', 'tue': '09:00-21:00', 'wed': '09:00-21:00', 'thu': '09:00-21:00', 'fri': '09:00-21:00', 'sat': '09:00-21:00', 'sun': '09:00-21:00'}, 'ypage': 'https://yandex.ru/maps/org/astronomiks/130552058152/?ll=37.727877%2C55.773067&z=13', 'goods': None, 'rating': '4,6', 'reviews': None, 'phone': ['+7 (495) 151-05-55Показать телефон'], 'social': []}"
